Chassis No,Reg No,Vehicle Model,Received Date,City,Batch
MD9HATXF4LR710041,KA01AQ9656,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710044,KA01AQ9657,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710048,KA01AQ9658,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710049,KA01AQ9655,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710050,KA01AQ9650,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710051,KA01AQ9651,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710055,KA01AQ9662,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710057,KA01AQ9665,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710078,KA01AQ9671,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710107,KA01AQ9664,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710109,KA01AQ9668,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710111,KA01AQ9661,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710113,KA01AQ9649,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710114,KA01AQ9670,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710115,KA01AQ9667,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710117,KA01AQ9660,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710120,KA01AQ9663,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710123,KA01AQ9672,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710125,KA01AQ9673,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710126,KA01AQ9676,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710127,KA01AQ9675,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710137,KA01AQ9681,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710138,KA01AQ9674,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710140,KA01AQ9677,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710145,KA01AQ9680,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710146,KA01AQ9678,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710147,KA01AQ9679,Quantum,19-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710012,KA01AQ9778,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710019,KA01AQ9770,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710027,KA01AQ9776,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710028,KA01AQ9779,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710052,KA01AQ9772,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710063,KA01AQ9773,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710069,KA01AQ9775,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710072,KA01AQ9771,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710073,KA01AQ9774,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710074,KA01AQ9733,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710076,KA01AQ9726,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710079,KA01AQ9728,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710080,KA01AQ9729,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710084,KA01AQ9731,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710085,KA01AQ9734,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710086,KA01AQ9730,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710088,KA01AQ9727,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710090,KA01AQ9732,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710091,KA01AQ9725,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710093,KA01AQ9743,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710094,KA01AQ9740,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710096,KA01AQ9744,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710098,KA01AQ9737,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710101,KA01AQ9735,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710102,KA01AQ9741,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710103,KA01AQ9780,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710104,KA01AQ9742,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710105,KA01AQ9738,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710108,KA01AQ9736,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710112,KA01AQ9739,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710116,KA01AQ9760,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710118,KA01AQ9761,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710119,KA01AQ9765,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710128,KA01AQ9769,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710129,KA01AQ9767,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710130,KA01AQ9766,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710133,KA01AQ9762,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710136,KA01AQ9764,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710141,KA01AQ9763,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710143,KA01AQ9768,Quantum,20-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710018,KA01AR0095,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710036,KA01AR0073,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710046,KA01AR0071,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710082,KA01AR0069,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710089,KA01AR0074,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710110,KA01AR0066,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710134,KA01AR0087,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4LR710150,KA01AR0097,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710002,KA01AR0098,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710004,KA01AR0104,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710005,KA01AR0070,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710008,KA01AR0101,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710009,KA01AR0102,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710010,KA01AR0099,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710013,KA01AR0064,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710014,KA01AR0067,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710015,KA01AR0068,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710016,KA01AR0100,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710017,KA01AR0103,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710018,KA01AR0065,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710020,KA01AR0080,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710025,KA01AR0082,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710026,KA01AR0075,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710027,KA01AR0078,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710028,KA01AR0076,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710029,KA01AR0079,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710030,KA01AR0096,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710031,KA01AR0090,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710032,KA01AR0081,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710033,KA01AR0085,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710034,KA01AR0086,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710035,KA01AR0077,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710036,KA01AR0084,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710037,KA01AR0083,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710038,KA01AR0091,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710039,KA01AR0094,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710040,KA01AR0088,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710041,KA01AR0089,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710048,KA01AR0092,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710050,KA01AR0093,Quantum,27-Dec-24,BLR,BLR_Batch 3_240
MD9HATXF4MR710003,TG09T3747,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4MR710006,TG09T3746,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4MR710007,TG09T3729,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4MR710011,TG09T3731,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4MR710019,TG09T3749,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4MR710021,TG09T3732,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4MR710022,TG09T3748,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4MR710023,TG09T3730,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4MR710024,TG09T3750,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710001,TG09T3740,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710015,TG09T3759,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710026,TG09T3758,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710029,TG09T3761,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710053,TG09T3760,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710081,TG09T3739,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710087,TG09T3744,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710097,TG09T3733,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710099,TG09T3734,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710106,TG09T3736,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710124,TG09T3743,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710135,TG09T3742,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710148,TG09T3737,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4LR710149,TG09T3745,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4MR710001,TG09T3740,Quantum,26-Dec-24,HYD,Hyd_Batch 3_160
MD9HATXF4AS710002,KA01AR1195,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710005,KA01AR1196,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710006,KA01AR1199,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710007,KA01AR1200,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710008,KA01AR1201,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710009,KA01AR1204,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710010,KA01AR1203,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710011,KA01AR1197,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710012,KA01AR1198,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710014,KA01AR1215,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710017,KA01AR1212,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710018,KA01AR1205,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710020,KA01AR1213,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710021,KA01AR1207,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710022,KA01AR1214,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710023,KA01AR1206,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710024,KA01AR1209,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710025,KA01AR1208,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710026,KA01AR1210,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710027,KA01AR1220,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710028,KA01AR1221,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710029,KA01AR1216,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710030,KA01AR1223,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710031,KA01AR1219,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710033,KA01AR1225,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710034,KA01AR1218,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710036,KA01AR1224,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710037,KA01AR1202,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710039,KA01AR1226,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710041,KA01AR1233,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710043,KA01AR1217,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710044,KA01AR1229,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710050,KA01AR1231,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710111,KA01AR1228,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4MR710043,KA01AR1236,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4MR710044,KA01AR1227,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4MR710045,KA01AR1232,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4MR710046,KA01AR1230,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4MR710047,KA01AR1234,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4MR710049,KA01AR1235,Quantum,23-Jan-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710003,KA01AR1591,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710013,KA01AR1598,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710015,KA01AR1596,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710032,KA01AR1592,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710040,KA01AR1597,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710048,KA01AR1593,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710052,KA01AR1599,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710054,KA01AR1595,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710056,KA01AR1594,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710057,KA01AR1600,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710058,KA01AR1605,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710063,KA01AR1602,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710064,KA01AR1606,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710065,KA01AR1608,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710066,KA01AR1610,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710068,KA01AR1614,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710074,KA01AR1615,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710075,KA01AR1619,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710076,KA01AR1617,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710078,KA01AR1618,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710081,KA01AR1612,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710082,KA01AR1616,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710083,KA01AR1620,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710085,KA01AR1628,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710086,KA01AR1622,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710087,KA01AR1623,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710091,KA01AR1630,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710092,KA01AR1626,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710093,KA01AR1629,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710094,KA01AR1621,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710097,KA01AR1625,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710098,KA01AR1624,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710100,KA01AR1627,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710109,KA01AR1611,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710112,KA01AR1613,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710113,KA01AR1601,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710116,KA01AR1603,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710119,KA01AR1607,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710120,KA01AR1609,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710132,KA01AR1604,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710019,KA01AR1809,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710001,KA01AR1811,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710047,KA01AR1807,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710049,KA01AR1804,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710004,KA01AR1812,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710038,KA01AR1803,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710079,KA01AR1810,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710072,KA01AR1838,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710053,KA01AR1837,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710103,KA01AR1835,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710117,KA01AR1839,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710118,KA01AR1841,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710123,KA01AR1833,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710124,KA01AR1840,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710137,KA01AR1834,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710138,KA01AR1836,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710139,KA01AR1813,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710140,KA01AR1842,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710129,KA01AR1806,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710142,KA01AR1805,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710141,KA01AR1808,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710144,KA01AR1814,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710143,KA01AR1815,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710127,KA01AR1827,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710145,KA01AR1824,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710128,KA01AR1829,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710147,KA01AR1820,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710125,KA01AR1828,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710146,KA01AR1831,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710149,KA01AR1823,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710150,KA01AR1832,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710131,KA01AR1830,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710134,KA01AR1826,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710133,KA01AR1825,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710136,KA01AR1822,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710135,KA01AR1821,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710126,KA01AR1818,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710121,KA01AR1816,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710148,KA01AR1819,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710122,KA01AR1817,Quantum,3-Feb-25,BLR,BLR_Batch 3_240
MD9HATXF4AS710016,TG09T4046,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710055,TG09T4044,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710059,TG09T4039,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710060,TG09T4045,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710062,TG09T4037,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710069,TG09T4057,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710070,TG09T4033,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710071,TG09T4032,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710077,TG09T4051,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710080,TG09T4052,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710088,TG09T4056,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710095,TG09T4055,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710096,TG09T4035,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710099,TG09T4034,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710101,TG09T4053,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710104,TG09T4043,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710105,TG09T4049,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710106,TG09T4041,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710108,TG09T4038,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710110,TG09T4048,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710114,TG09T4054,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710115,TG09T4042,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4MR710012,TG09T4047,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4MR710042,TG09T4036,Quantum,24-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710046,TG09T4138,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710045,TG09T4137,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
MD9HATXF4AS710051,TG09T4142,Quantum,31-Jan-25,HYD,Hyd_Batch 3_160
